"Latitude","CMT Primary","Segment","Site Name","Longitude","Region","Engagement","Country","City","Training","Site Code"
"40.18333","No","Wrigley","Erevan","44.51667","Central Europe/CIS","Zero","Armenia","Erevan","None","ZWR"
"47.1666667","Yes","Food","Zug","8.5166667","Western Europe","Partial: CMT 1","Switzerland","Zug","2014-NotSubmitted","ZUG"
"22.15647","No","Petcare","San Luis Potosi","-100.98554","Latin America","Zero","Mexico","San Luis Potosi","None","SLP"
"1.31207","Yes","Petcare","Singapore","103.83722","Asia Pacific","Partial: CMT 2","Singapore","Singapore","None","SNG"
"41.87811","No","Wrigley","Chicago","-87.62980","North America","Zero","UNITED STATES","Chicago","None","WRS"
"45.53825","No","Petcare","Banfield Global CMT","-122.65649","North America","Zero","United States","Portland","None","BAGCMT"
"50.7955117","Yes","Food","Food Global CMT","4.4062792","Western Europe","Full","Belgium","Brussels","2014-Submitted","FGCMT"
"40.8622999","No","Chocolate","Chocolate Global CMT","-74.8272953","North America","Zero","United States","Hackettstown","None","CGCMT"
"40.893516","No","Other","Mars Global Services CMT","-74.719563","North America","Zero","United States","Mt. Olive","None","GSCMT"
"38.937217","Yes","Other","Mars Global CMT","-77.181755","North America","Partial: CMT 2","United States","McLean","None","MGCMT"
"35.933315","No","Other","Nutro Global CMT","-86.805596","Western Europe","Zero","United States","Franklin","None","NUGCMT"
"50.7955117","No","Petcare","Petcare Global CMT","4.4062792","Western Europe","Zero","Belgium","Brussels","None","PGCMT"
"39.173162","No","Other","Symboscience Global CMT","-77.271650","North America","Zero","United States","Germantown","None","SGCMT"
"41.8964988","Yes","Wrigley","Wrigley Global CMT","-87.6436218","North America","Full","United States","Chicago","2014-Submitted","WGCMT"
"39.9976","Yes","Drinks","Mars Drinks Global CMT","-75.5785","North America","Partial: CMT 2","United States","West Chester","None","DGCMT"
"50.7955117","No","Food","Mars Food Western Europe CMT","4.4062792","Western Europe","Zero","Belgium","Brussels","None","FWECMT"
"TBD","No","Other","Mars Retail Group CMT","TBD","North America","Zero","TBD","TBD","None","MRGCMT"
"55.75583","No","Petcare","Petcare CIS CMT","37.61730","Central Europe/CIS","Zero","Russia","Moscow","None","PCSGMT"
"TBD","No","Chocolate","Chocolate UK & Ireland CMT","TBD","Western Europe","Zero","TBD","TBD","None","CUKCMT"
"TBD","No","Food","Food Europe CMT","TBD","Western Europe","Zero","TBD","TBD","None","FECMT"
"TBD","No","Petcare","Petcare META CMT","TBD","META","Zero","TBD","TBD","None","PMECMT"
"TBD","No","Other","Retail Global CMT","TBD","North America","Zero","TBD","TBD","None","RGCMT"
"TBD","No","Petcare","Banfield Global CMT","TBD","North America","Zero","TBD","TBD","None","BGCMT"
"50.7955117","No","Chocolate","Chocolate Europe & Eurasia CMT","4.4062792","Western Europe","Zero","Belgium","Brussels","None","CEECMT"
"1.31207","No","Chocolate","Chocolate META CMT","103.83722","META","Zero","Singapore","Singapore","None","CAPCMT"
"18.2420","No","Chocolate","Chcolate LatAm CMT","-66.1139","Latin America","Zero","Puerto Rico","Bayamon","None","CLACMT"
"25.047664","No","Other","Chocolate META CMT","55.181741","META","Zero","United Arab Emirates","Dubai","None","CMECMT"
"40.8622999","No","Chocolate","Chocolate North America CMT","-74.8272953","North America","Zero","United States","Hackettstown","None","CNACMT"
"-33.283629","No","Food","Mars Food Asia Pacific CMT","151.423008","Asia Pacific","Zero","Australia","Wyong","None","FAPCMT"
"TBD","No","Food","Mars Food Central Europe CMT","TBD","Western Europe","Zero","TBD","TBD","None","FCECMT"
"50.7955117","No","Food","Mars Food CIS CMT","4.4062792","Western Europe","Zero","Belgium","Brussels","None","FCSCMT"
"33.882815","No","Food","Food North America CMT","-118.235035","North America","Zero","United States","Rancho Dominguez","None","FNACMT"
"-33.9237762","No","Food","Mars Food META CMT","18.4233455","META","Zero","South Africa","Cape Town","None","FMECMT"
"TBD","No","Petcare","Nutro Global CMT","TBD","North America","Zero","TBD","TBD","None","NGCMT"
"1.31207","No","Petcare","Petcare Asia Pacific CMT","103.83722","Asia Pacific","Zero","Singapore","Singapore","None","PAPCMT"
"-23.55052","No","Petcare","Petcare LatAm CMT","-46.63331","Latin America","Zero","Brazil","Sao Paulo","None","PLACMT"
"53.515744","No","Petcare","Petcare Central Europe CMT","-0.102956","Western Europe","Zero","UK","Waltham","None","PCECMT"
"TBD","No","Petcare","Petcare Europe CMT","TBD","Western Europe","Zero","TBD","TBD","None","PECMT "
"36.033116","No","Petcare","Petcare North America CMT","-86.782777","North America","Zero","United States","Brentwood","None","PNACMT"
"TBD","No","Petcare","Petcare CIS CMT","TBD","Central Europe/CIS","Zero","TBD","TBD","None","PRUCMT"
"43.685081","No","Royal Canin","Royal Canin Global CMT","4.208849","Western Europe","Zero","France","Aimargues","None","RCGCMT"
"53.515744","No","Petcare","Petcare Western Europe CMT","-0.102956","Western Europe","Zero","UK","Waltham","None","PWECMT "
"23.129163","Yes","Wrigley","Wrigley Asia Pacific CMT","113.264435","Asia Pacific","Partial: CMT 2","China","Guangzhou","None","WAPCMT"
"TBD","No","Wrigley","Wrigley Adriatic CMT","TBD","Central Europe/CIS","Zero","TBD","TBD","None","WADCMT"
"TBD","Yes","Wrigley","Czech and Slovak CMT","TBD","Central Europe/CIS","Partial: CMT 2","TBD","TBD","None","WCZCMT"
"48.135125","Yes","Wrigley","Wrigley Europe CMT","11.581981","Western Europe","Full","Germany","Munich","2014-Submitted","WEUCMT"
"TBD","No","Wrigley","Wrigely Hong Kong/Taiwan CMT","TBD","Asia Pacific","Zero","TBD","TBD","None","WHTCMT"
"TBD","No","Wrigley","Wrigley South Asia","TBD","Asia Pacific","Zero","TBD","TBD","None","WSACMT"
"TBD","No","Chocolate","Chocolate North America CMT","TBD","North America","Zero","TBD","TBD","None","WNACMT"
"43.25","Yes","Chocolate","Almaty","76.95","Central Europe/CIS","Full","Kazakhstan","Almaty","2014-Submitted","ALM"
"TBD","No","Petcare","Leipsic, OH","TBD","TBD","Zero","TBD","TBD","None","OHL"
"TBD","No","Petcare","Aurora, NE","TBD","TBD","Zero","TBD","TBD","None","NEA"
"TBD","No","Petcare","Fremont, NE","TBD","TBD","Zero","TBD","TBD","None","NEF"
"TBD","No","Petcare","Henderson, NC","TBD","TBD","Zero","TBD","TBD","None","NCD"
"TBD","No","Other","Russellville, AR","TBD","TBD","Zero","TBD","TBD","None","ARR"
"TBD","No","Petcare","Mason, OH Office","TBD","TBD","Zero","TBD","TBD","None","OHM"
"TBD","No","Petcare","Lewisburg","TBD","TBD","Zero","TBD","TBD","None","OHB"
"TBD","No","Other","Acity11","TBD","Sample Region","Partial: Training 2","TBD","San Diego","2014-Submitted","AAA"
