Latitude,Longitude,CMT Primary,Segment,Site Name,Region,Engagement,Country,City,Training,,
45.0267444,39.0856268,No,RCC,Krasnodar,Central Europe/CIS,Zero,Russia,Krasnodar,None,,
22.3347484,114.1623743,No,RCC,Kowloon,Asia Pacific,Zero,Hong Kong,Kowloon,None,,
38.7628522,-9.179561,No,RCC,Lisbon,Western Europe,Zero,Portugal,Lisbon,None,,
44.57713,2.07142,No,RCC,RLR,Western Europe,Zero,France,Le Port,None,,
19.410636,-99.130588,No,RCC,Mexico City,Latin America,Zero,Mexico,Mexico City,None,,
40.5134295,-3.4094629,No,RCC,Madrid,Western Europe,Zero,Spain,Madrid,None,,
43.8705071,4.4469542,No,RCC,Margueritte,Western Europe,Zero,France,Margueritte,None,,
46.8839,3.15205,No,RCC,Magny-Cours,Western Europe,Zero,France,Magny-Cours,None,,
48.5625501,2.4303021,No,RCC,Mennecy,Western Europe,Zero,France,Mennecy,None,,
53.9677874,27.5765553,No,RCC,Minsk,Central Europe/CIS,Zero,BELARUS,Minsk,None,,
14.5584164,121.0224601,No,RCC,Makati,Asia Pacific,Zero,Philippines,Makati,None,,
-37.939215,145.126625,No,RCC,Melbourne,Asia Pacific,Partial: Training 2,Austria,Melbourne,2014-Submitted,,
43.5183,-79.8774,No,RCC,Milton,North America,Zero,Canada,Milton,None,,
50.03592,20.1838023,Yes,RCC,Niepolomice,Central Europe/CIS,Partial: CMT 1,Poland,Niepolomice,2014-NotSubmitted,,
49.07351,-0.06962,No,RCC,Mezidon Canon,Western Europe,Zero,France,Mezidon Canon,None,,
-31.333808,-64.191742,No,RCC,Mar de Plata,Latin America,Zero,Argentina,Mar de Plata,None,,
43.5183,-79.8774,No,RCC,Milton,North America,Zero,Canada,Milton,None,,
56.329917,44.009192,No,RCC,Nizhni-Novgorod,Central Europe/CIS,Zero,Russia,Nizhni-Novgorod,None,,
19.0593648,72.8346616,No,RCC,Mumbai,META,Zero,India,Mumbai,None,,
52.211418,20.757875,No,RCC,Oltarzew,Central Europe/CIS,Zero,Poland,Oltarzew,None,,
37.94854,-91.77153,No,RCC,Rolla,North America,Zero,United States,Rolla,None,,
55.0392304,82.9278181,No,RCC,Novosibirsk,Central Europe/CIS,Zero,Russia,Novosibirsk,None,,
34.69374,135.50217,No,RCC,Osaka,Asia Pacific,Zero,Japan,Osaka,None,,
51.81942,19.30382,No,RCC,Aleksandr?w L?dzki,Central Europe/CIS,Zero,Poland,Aleksandr?w L?dzki,None,,
53.23764,21.46648,No,RCC,Kadzidlo,Central Europe/CIS,Zero,Poland,Kadzidlo,None,,
50.0905579,14.4480055,No,RCC,Praha,Central Europe/CIS,Zero,Czech Republic,Praha,None,,
43.432922,-80.097349,No,RCC,Puslinch,North America,Zero,Canada,Puslinch,None,,
52.17047,20.81189,No,RCC,Pruszkow,Central Europe/CIS,Zero,Poland,Pruszkow,None,,
52.40637,16.92517,No,RCC,Poznan,Central Europe/CIS,Zero,Poland,Poznan,None,,
58.01389,56.24889,No,RCC,Perm,Central Europe/CIS,Zero,Russia,Perm,None,,
56.460584,10.036539,No,RCC,Randers,Western Europe,Zero,Denmark,Randers,None,,
-29.8227639,30.8193491,No,RCC,Pinetown,META,Zero,South Africa,Pinetown,None,,
23.1475383,113.2470911,No,RCC,Guangzhou,Asia Pacific,Zero,China,Guangzhou,None,,
49.4951246,4.3650297,No,RCC,Souhesmes Rampont,Western Europe,Zero,France,Souhesmes Rampont,None,,
53.20216,50.1596184,No,RCC,Samara,Central Europe/CIS,Zero,Russia,Samara,None,,
50.1827376,3.1952062,No,RCC,Raillencourt,Western Europe,Zero,France,Raillencourt,None,,
-33.5337737,-70.6929593,No,RCC,Santiago,Latin America,Zero,Chile,Santiago,None,,
47.249227,39.7553806,No,RCC,RPO,Central Europe/CIS,Zero,Russia,Rostov,None,,
37.5135702,127.0534508,No,RCC,Seoul,Asia Pacific,Zero,North Korea,Seoul,None,,
-22.00872,-47.89091,No,RCC,Sao Carlos,Latin America,Zero,Brazil,Sao Carlos,None,,
38.8275837,-90.5232692,No,RCC,RCC US Head Office,North America,Partial: Training 2,United States,Saint Charles,2014-Submitted,,
18.4294461,-66.0602385,No,RCC,San Juan,Latin America,Zero,Puerto Rico,San Juan,None,,
31.1053239,121.3665277,No,RCC,RSH,Asia Pacific,Zero,China,Shanghai,None,,
3.139821,101.663815,No,RCC,Seri Kembagan,Asia Pacific,Zero,Malaysia,Seri Kembagan,None,,
53.5927741,9.4231366,No,RCC,Stade,Western Europe,Zero,Germany,Stade,None,,
55.8049252,37.3906897,No,RCC,Srogino,Central Europe/CIS,Zero,Russia,Srogino,None,,
59.9386111,30.2563889,No,RCC,Saint Petersburg,Central Europe/CIS,Zero,Russia,Saint Petersburg,None,,
59.43696,24.75357,No,RCC,Tallinn,Central Europe/CIS,Zero,Estonia,Tallinn,None,,
48.207764,16.216273,Yes,RCC,Vienna,Western Europe,Partial: CMT 1,Austria,Vienna,2014-NotSubmitted,,
59.7963495,30.3249474,Yes,WRG,St. Petersburg,Central Europe/CIS,Partial: CMT 2,Russia,St. Petersburg,None,,
37.9401614,23.6951509,No,RCC,Athens,Western Europe,Partial: Training 2,Greece,Athens,2014-Submitted,,
35.6768584,139.7829911,No,RCC,Tokyo,Asia Pacific,Zero,Japan,Tokyo,None,,
25.029415,121.478863,No,RCC,Taipei,Asia Pacific,Zero,Taiwan,Taipei,None,,
51.6600188,39.1974105,No,RCC,Voronezh,Central Europe/CIS,Zero,Russia,Voronezh,None,,
57.6301004,39.8656311,No,RCC,Yaroslav,Central Europe/CIS,Zero,Russia,Yaroslav,None,,
54.68716,25.27965,No,RCC,Vilnius,Central Europe/CIS,Zero,Lithuania,Vilnius,None,,
-34.5691109,-58.4574776,No,RCC,RVP,Latin America,Zero,Argentina,Virrey Del Pino,None,,
43.62126,5.29792,No,RCC,Saint Cannat,Western Europe,Zero,France,Saint Cannat,None,,
45.5044853,1.5394513,No,RCC,Salon La Tour,Western Europe,Zero,France,Salon La Tour,None,,
53.2,50.15,No,Chocolate,Samara,Central Europe/CIS,Partial: Training 1,RUSSIA,Samara,2015,,
35.348847,139.650311,No,RCC,RYO,Asia Pacific,Zero,Japan,Yokohama,None,,
18.4166667,-69.6333333,No,Chocolate,Dominican Republic,Latin America,Zero,Dominican Republic,Santo Domingo,None,,
34.177832,-117.346516,No,Pets,San Bernardino,North America,Zero,United States,San Bernardino,None,,
25.6833333,-100.4666667,No,WRG,Galaxia,Latin America,Zero,Mexico,Galaxia,None,,
-37.898567,145.230362,No,WRG,Scoresby,Asia Pacific,Zero,Australia,Scoresby,None,,
22.12,114.25,Yes,Pets,Hong Kong,Asia Pacific,Partial: CMT 2,China,Kowloon,None,,
37.3881,-5.98233,No,RCC,Sevilla,Western Europe,Zero,Spain,Sevilla,None,,
31.23042,121.4737,No,Chocolate,SHA,Asia Pacific,Zero,China,Shanghai,None,,
37.5,127,Yes,Pets,Seoul,Asia Pacific,Partial: CMT 2,North Korea,Seoul,None,,
31.2222222,121.4580556,No,Chocolate,Shanghai Branch Office,Asia Pacific,Zero,China,Shanghai,None,,
31.2222222,121.4580556,No,Chocolate,Shanghai,Asia Pacific,Zero,China,Shanghai,None,,
-33.45,-70.6666667,Yes,Pets,Santiago,Latin America,Partial: CMT 2,Chile,Las Condes,None,,
41.7922222,123.4327778,No,Chocolate,Shen Yang,Asia Pacific,Partial: Training 2,China,Shen Yang,2014-Submitted,,
55.01667,82.93333,No,Other,Novosibirsk,Central Europe/CIS,Zero,Russia,Novosibirsk,None,,
51.6666667,-0.8333333,Yes,Chocolate,Slough,Western Europe,Full,United Kingdom,Slough,2014-Submitted,,
42.66666667,23.33333337,Yes,Food,Sofia,Central Europe/CIS,Partial: CMT 2,Bulgaria,Sofia,None,,
31.23042,121.4737,No,WRG,WRG Shanghai,Asia Pacific,Zero,China,Shanghai,None,,
59.93,30.3,No,Chocolate,St. Petersburg,Central Europe/CIS,Zero,RUSSIA,St. Petersburg,None,,
-23.53,-46.63,No,Pets,Sao Paulo Latin America Petcare ,Latin America,Zero,Brazil,Sao Paulo,None,,
52.227405,20.328183,Yes,Pets,Sochaczew,Central Europe/CIS,Partial: CMT 2,Poland,Sochaczew,None,,
-23.55052,-46.63331,No,Chocolate,Sao Paulo,Latin America,Zero,Brazil,Sao Paulo,None,,
48.8166667,7.7833333,No,Other,Strasbourg,Western Europe,Zero,France,Haguenau,None,,
47.88377264,2.111091614,No,Chocolate,CEIPA Saint-Denis-de-l'Hotel,Western Europe,Zero,France,Saint-Denis-de-l'Hotel,None,,
35.657272,-105.99981,No,Food,"Seeds of Change Rancho Dominguez, CA",North America,Zero,United States,Rancho Dominguez,None,,
24.182496,120.617993,No,Pets,Taichung,Asia Pacific,Zero,Taiwan,Taichung 407,None,,
47.8666667,2.1166667,Yes,Pets,St. Denis,Western Europe,Full,France,Saint Denis-de-l'Hotel,2014-Submitted,,
56.1333333,13.4166667,No,Food,MR Sweden,Western Europe,Zero,Sweden,K?penhamn,None,,
-33.781091,151.128423,No,Pets,Sydney,Asia Pacific,Zero,Australia,North Ryde,None,,
54.9166667,38.1,Yes,Chocolate,Stupino,Central Europe/CIS,Partial: CMT 2,Russia,Stupino,None,,
59.426837,24.700785,Yes,Pets,Tallinn,Central Europe/CIS,Partial: CMT 2,Estonia,Tallinn,None,,
24.93,121.32,Yes,Pets,Taipei,Asia Pacific,Partial: CMT 2,Taiwan,Taipei,None,,
-23.53,-46.63,No,WRG,New Taipei City,Asia Pacific,Zero,Taiwan,New Taipei City,None,,
35.057457,-85.196585,Yes,WRG,Chattanooga,North America,Full,United States,Chattanooga,2014-Submitted,,
35.80201,-86.91139,No,Pets,"Thompson Station, TN",North America,Zero,United States,"Thompson Station, TN",None,,
13.75,100.5,Yes,Pets,Bangkok,Asia Pacific,Partial: CMT 2,Thailand,Bangkok,None,,
53.66,-1.28,No,Pets,Birstall,Western Europe,Zero,United Kingdom,"Birstall, Batley",None,,
35.68949,139.69171,No,Pets,Tokyo,Asia Pacific,Zero,Japan,Tokyo,None,,
19.2883333,-99.6672222,No,Pets,Toluca,Latin America,Zero,Mexico,Toluca,None,,
39.05582,-95.68902,No,Chocolate,TOP,North America,Zero,United States,Topeka,None,,
35.6894875,139.6917064,Yes,Pets,Tokyo,Asia Pacific,Full,Japan,Tokyo,2014-Submitted,,
20.65954,-103.34944,No,Pets,Jalisco,Latin America,Zero,Mexico,Jalisco,None,,
54.75,55.96667,No,RCC,Ufa,Central Europe/CIS,Zero,Russia,Ufa,None,,
31.138558,-97.35569,No,Pets,Temple,North America,Zero,United States,Temple,None,,
-5.133333,119.416667,Yes,Chocolate,Makassar,Asia Pacific,Full,Indonesia,Daya,2014-Submitted,,
52.908713,9.256401,Yes,Pets,Verden,Western Europe,Partial: CMT 2,Germany,Verden/Aller,None,,
-27.603292,152.931664,Yes,Pets,Wacol,Asia Pacific,Partial: CMT 2,Australia,Wacol,None,,
51.6166667,5.55,Yes,Chocolate,Veghel,Western Europe,Partial: CMT 2,Netherlands,Veghel,None,,
19.17377,-96.13422,No,Pets,Veracruz,Latin America,Zero,Mexico,Veracruz,None,,
36.185135,-86.270378,No,Pets,Victorville,North America,Zero,United States,Victorville,None,,
54.6853096,25.2585004,Yes,Multisales,Vilnius,Central Europe/CIS,Partial: CMT 2,Lithuania,Vilnius,None,,
19.43261,-99.13321,No,Pets,Mexico D.F,Latin America,Zero,Mexico,Mexico D.F,None,,
43.1333333,131.9,No,Pets,Vladivostok,Central Europe/CIS,Zero,RUSSIA,Vladivostok,None,,
31.95658,35.9457,No,WRG,Amman,META,Zero,Jordan,Amman,None,,
37.97918,23.716647,No,WRG,Halandri-Athens,Western Europe,Zero,Greece,Halandri-Athens,None,,
51.25,6.3833333,Yes,Chocolate,Viersen,Western Europe,Partial: CMT 2,Germany,Viersen,None,,
23.12916,113.26444,No,WRG,Guangzhou,Asia Pacific,Zero,China,Guangzhou,None,,
31.56895,-97.18319,No,Chocolate,Waco,North America,Partial: Training 2,United States,Waco,2014-Submitted,,
22.2886474,114.1428513,No,WRG,Hong Kong,Asia Pacific,Zero,Hong Kong,Hong Kong,None,,
53.515744,-0.102956,No,Pets,Waltham,Western Europe,Zero,United Kingdom,Waltham on the Wolds,None,,
-36.8984627,174.8350196,No,WRG,Auckland,Asia Pacific,Zero,New Zealand,Auckland,None,,
52.241328,20.70851,Yes,Pets,Warsaw,Central Europe/CIS,Partial: CMT 2,Poland,Warsaw,None,,
41.3977938,2.1360999,Yes,WRG,Barcelona/WRG Spain,Western Europe,Full,Spain,Barcelona,2014-Submitted,,
44.48407585,26.07210159,No,WRG,Romania CMT,Western Europe,Zero,Romania,Bucharest,None,,
42.8682821,74.6048498,No,WRG,Bishkek,Central Europe/CIS,Zero,KYRGYZSTAN,Bishkek,None,,
13.7228882,100.5313752,Yes,WRG,Bangkok/WRG Thailand,Asia Pacific,Partial: CMT 2,Thailand,Bangkok,None,,
12.934707,77.6115257,No,WRG,Bangalore,META,Zero,India,Bangalore,None,,
43.2758,76.9292,No,WRG,Almaty,Central Europe/CIS,Zero,KAZAKHSTAN,Almaty,None,,
41.387917,2.1699187,No,WRG,Barcelona,Western Europe,Zero,Spain,Barcelona,None,,
22.5431,114.05787,No,WRG,Shenzhen Office,Asia Pacific,Zero,China,Shenzhen,None,,
47.4984056,19.0407578,Yes,WRG,Budapest/WRG Hungary,Central Europe/CIS,Partial: CMT 2,Hungary,Budapest,None,,
30.7105892,104.0886676,No,WRG,Chengdu,Asia Pacific,Zero,China,Chengdu,None,,
39.90403,116.40753,No,WRG,Beijing,Asia Pacific,Zero,China,Beijing,None,,
22.2815152,112.8466285,No,WRG,DONGCHENG,Asia Pacific,Zero,China,DONGCHENG,None,,
39.9976,-75.5785,No,Drinks,West Chester,North America,Zero,United States,West Chester,None,,
30.57227,104.06654,No,WRG,Chengdu,Asia Pacific,Zero,China,Chengdu,None,,
50.11087,14.50215,No,WRG,Prague 9-Vysocany,Central Europe/CIS,Zero,Czech Republic,Prague 9-Vysocany,None,,
31.23042,121.4737,No,WRG,Shanghai,Asia Pacific,Zero,China,Shanghai,None,,
23.1270407,113.341527,Yes,WRG,Guangzhou/WRG China,Asia Pacific,Partial: CMT 2,China,Guangzhou,None,,
41.8964988,-87.6436218,Yes,WRG,Chicago/WRG North America,North America,Full,United States,Chicago,2014-Submitted,,
53.344104,-6.2674937,No,WRG,Dublin,Western Europe,Zero,Ireland,Dublin,None,,
23.1270407,113.341527,No,WRG,Guangzhou,Asia Pacific,Zero,China,Guangzhou,None,,
51.5,-0.3666667,No,Pets,Sunbury on Thames,Western Europe,Zero,United Kingdom,Sunbury on Thames,None,,
25.047664,55.181741,No,WRG,Dubai/WRG Middle East & Africa,META,Partial: Training 2,United Arab Emirates,Dubai,2014-Submitted,,
42.6758249,23.3550995,No,WRG,Bulgaria CMT,Central Europe/CIS,Zero,Bulgaria,Sofia,None,,
22.279242,114.161548,Yes,WRG,Hong Kong,Asia Pacific,Partial: CMT 2,Hong Kong,Hong Kong,None,,
-6.20876,106.8456,Yes,WRG,Jakarta/WRG Indonesia,Asia Pacific,Partial: CMT 2,Indonesia,Jakarta,None,,
19.07598,72.87766,No,WRG,Mumbai,Asia Pacific,Zero,India,Mumbai,None,,
22.57265,88.36389,No,WRG,Kolkata,Asia Pacific,Zero,India,Kolkata,None,,
-39.943255,174.99046,Yes,Pets,Wanganui,Asia Pacific,Partial: CMT 2,New Zealand,Wanganui,None,,
28.4595,77.02664,Yes,WRG,Gurgaon/WRG India,Asia Pacific,Partial: CMT 2,India,Gurgaon,None,,
43.987195,-90.482197,No,Pets,Tomah,North America,Zero,United States,Tomah,None,,
46.1025085,14.5296715,No,WRG,Ljubljana,Central Europe/CIS,Zero,Slovenia,Ljubljana,None,,
-26.1978742,28.034473,Yes,WRG,Johannesburg/WRG South Africa,META,Partial: CMT 2,South Africa,Johannesburg,None,,
57.1004296,93.3372194,No,WRG,Minsk,Central Europe/CIS,Zero,Belarus,Minsk,None,,
47.02686,28.84155,No,WRG,Kishinev,Central Europe/CIS,Zero,Russia,Kishinev,None,,
45.03333,38.96667,No,WRG,Krasnodar,Central Europe/CIS,Zero,Russia,Krasnodar,None,,
50.6,30.5,No,WRG,Kyiv/WRG Ukraine & BMCC,Central Europe/CIS,Zero,Ukraine,Kyiv,None,,
19.4968732,-99.7232673,No,WRG,Edo. de Mexico,Latin America,Zero,Mexico,Edo. de Mexico,None,,
25.705057,-80.271378,No,WRG,Coral Gables,North America,Zero,United States,Coral Gables,None,,
55.7991234,37.4826291,Yes,WRG,Moscow/WRG Russia & CIS,Central Europe/CIS,Partial: CMT 2,Russia,Moscow,None,,
28.5634581,77.2886424,No,WRG,New Delhi,META,Zero,India,New Delhi,None,,
56.329917,44.009192,No,WRG,Nizhniy Novgorod,Central Europe/CIS,Zero,Russia,Nizhniy Novgorod,None,,
59.9138204,10.7387413,No,WRG,Oslo,Western Europe,Zero,Norway,Oslo,None,,
48.8943115,2.288319,No,WRG,Colombes/WRG France,Western Europe,Zero,France,Colombes,None,,
-36.1166667,146.8833333,Yes,Pets,Wodonga,Asia Pacific,Partial: CMT 2,Australia,Wodonga,None,,
52.801,-0.8079,No,Pets,Leicestershire,Western Europe,Zero,United Kingdom,Leicestershire,None,,
55.01667,82.93333,No,WRG,Novosibirsk,Central Europe/CIS,Zero,Russia,Novosibirsk,None,,
40.853465,-74.348898,No,WRG,Parsipanny,North America,Zero,UNITED STATES,Parsipanny,None,,
8.99427,-79.51879,Yes,WRG,Panama City/WRG Latin America,Latin America,Partial: CMT 2,Panama,Panama City,None,,
52.40637,16.92517,Yes,WRG,WRG Poland,Central Europe/CIS,Partial: CMT 2,POLAND,Poznan,None,,
18.4155751,-65.8419035,No,WRG,San Juan,Latin America,Zero,PUERTO RICO,San Juan,None,,
56.94965,24.10519,No,WRG,Riga,Central Europe/CIS,Zero,Latvia,Riga,None,,
47.2349322,39.7060884,No,WRG,Rostov-on-Don,Central Europe/CIS,Zero,RUSSIA,Rostov-on-Don,None,,
31.046051,34.851612,Yes,WRG,Raanana/WRG Israel,META,Partial: CMT 2,ISRAEL,Raanana,None,,
43.16667,131.93333,No,WRG,Vladivostok,META,Zero,Russia,Vladivostok,None,,
41.594511,12.6489202,No,WRG,Aprilia,Western Europe,Zero,ITALY,Aprilia,None,,
41.677359,-88.042395,No,WRG,Romeoville,North America,Zero,UNITED STATES,Romeoville,None,,
51.436747,-1.078172,No,WRG,"Reading, Berks",Western Europe,Zero,UNITED KINGDOM,"Reading, Berks",None,,
-33.4253598,-70.5664659,No,WRG,Santiago,Latin America,Zero,CHILE,Santiago,None,,
47.800499,13.04441,Yes,WRG,Bergheim bei Salzburg/WRG Austria,Central Europe/CIS,Partial: CMT 2,AUSTRIA,Bergheim bei Salzburg,None,,
31.2263657,121.4823055,No,WRG,Shanghai,Asia Pacific,Zero,CHINA,Shanghai,None,,
41.548593,2.1074396,No,WRG,Sabadell,Western Europe,Zero,SPAIN,Sabadell,None,,
48.6777915,17.3551005,No,WRG,Senica,Central Europe/CIS,Zero,SLOVAKIA,Senica,None,,
59.9386111,30.2563889,No,WRG,Saint Petersburg,Central Europe/CIS,Zero,RUSSIA,Saint Petersburg,None,,
38.3154237,-122.4916042,No,WRG,San Ramon,North America,Zero,UNITED STATES,San Ramon,None,,
3.139003,101.686855,Yes,WRG,Shah Alam/WRG Malaysia,Asia Pacific,Partial: CMT 2,MALAYSIA,Shah Alam,None,,
41.87811,-87.6298,No,WRG,Chicago,North America,Zero,UNITED STATES,Chicago,None,,
41.99735,21.428,No,WRG,Skopje,Central Europe/CIS,Zero,Macedonia,Skopje,None,,
59.4436804,18.0688858,Yes,WRG,T?by/WRG Nordics,Western Europe,Full,SWEDEN,T?by,2014-Submitted,,
41.709981,44.792998,No,WRG,Tbilisi,Central Europe/CIS,Zero,GEORGIA,Tbilisi,None,,
14.5212043,121.0621749,Yes,WRG,Taguig/WRG Philippines,Asia Pacific,Partial: CMT 2,PHILIPPINES,Taguig,None,,
59.43696,24.75357,No,WRG,Tallinn,Central Europe/CIS,Zero,ESTONIA,Tallinn,None,,
41.3193,69.2481,No,WRG,Tashkent,Central Europe/CIS,Zero,UZBEKISTAN,Tashkent,None,,
41.33165,19.8318,No,WRG,Tirana,Central Europe/CIS,Zero,Albania,Tirana,None,,
10.8231,106.62966,Yes,WRG,Ho Chi Minh City/WRG Vietnam,Asia Pacific,Partial: CMT 2,VIETNAM,Ho Chi Minh City,None,,
48.0655975,11.6093355,Yes,WRG,Unterhaching,Western Europe,Full,GERMANY,Unterhaching,2014-Submitted,,
24.8438889,121.5552778,Yes,WRG,Taipei/WRG Taiwan,Asia Pacific,Partial: CMT 2,TAIWAN,Taipei,None,,
30.5833333,114.2666667,No,Chocolate,Wuhan,Asia Pacific,Zero,China,Wuhan,None,,
54.7270465,25.2454964,No,WRG,Vilnius/WRG Baltic,Central Europe/CIS,Zero,LITHUANIA,Vilnius,None,,
56.837814,60.596842,No,WRG,Ufa,Central Europe/CIS,Zero,RUSSIA,Ufa,None,,
37.24109,127.17755,No,RCC,YON,Asia Pacific,Zero,North Korea,Yongin,None,,
47.4560484,8.2870428,Yes,WRG,Baden-Daettwil/WRG Switzerland,Central Europe/CIS,Partial: CMT 2,SWITZERLAND,Baden-Daettwil,None,,
41.685077,-88.446573,Yes,WRG,WRG Yorkville,North America,Full,United States,Yorkville,2014-Submitted,,
41.889951,-87.6242347,No,WRG,Chicago,North America,Zero,UNITED STATES,Chicago,None,,
44.8047556,20.478101,No,WRG,Belgrade,Central Europe/CIS,Zero,SERBIA,Belgrade,None,,
45.8165339,15.9416664,No,WRG,Zagreb,Central Europe/CIS,Zero,CROATIA,Zagreb,None,,
40.43495,49.86762,No,WRG,Baku,Central Europe/CIS,Zero,Azerbaijan,Baku,None,,
45.7833318,15.9592245,Yes,Food,Zagreb,Central Europe/CIS,Partial: CMT 2,Croatia,Zagreb,None,,
42.5896019,-87.9400879,No,WRG,Kenosha,North America,Zero,United States,Kenosha,None,,
23.129163,113.264435,No,WRG,Yonghe,Asia Pacific,Zero,China,Guangzhou,None,,
40.18333,44.51667,No,WRG,Erevan,Central Europe/CIS,Zero,Armenia,Erevan,None,,
47.1666667,8.5166667,Yes,Food,Zug,Western Europe,Partial: CMT 1,Switzerland,Zug,2014-NotSubmitted,,
22.15647,-100.98554,No,Pets,San Luis Potosi,Latin America,Zero,Mexico,San Luis Potosi,None,,
1.31207,103.83722,Yes,Pets,Singapore,Asia Pacific,Partial: CMT 2,Singapore,Singapore,None,,
41.87811,-87.6298,No,WRG,Chicago,North America,Zero,UNITED STATES,Chicago,None,,
45.53825,-122.65649,No,Pets,Banfield Global CMT,North America,Zero,United States,Portland,None,,
50.7955117,4.4062792,Yes,Food,Food Global CMT,Western Europe,Full,Belgium,Brussels,2014-Submitted,,
40.8622999,-74.8272953,No,Chocolate,Chocolate Global CMT,North America,Zero,United States,Hackettstown,None,,
40.893516,-74.719563,No,Other,MR Global Services CMT,North America,Zero,United States,Mt. Olive,None,,
38.937217,-77.181755,Yes,Other,MR Global CMT,North America,Partial: CMT 2,United States,McLean,None,,
35.933315,-86.805596,No,Other,Nutro Global CMT,Western Europe,Zero,United States,Franklin,None,,
50.7955117,4.4062792,No,Pets,Petcare Global CMT,Western Europe,Zero,Belgium,Brussels,None,,
39.173162,-77.27165,No,Other,Symboscience Global CMT,North America,Zero,United States,Germantown,None,,
41.8964988,-87.6436218,Yes,WRG,WRG Global CMT,North America,Full,United States,Chicago,2014-Submitted,,
39.9976,-75.5785,Yes,Drinks,MR Drinks Global CMT,North America,Partial: CMT 2,United States,West Chester,None,,
50.7955117,4.4062792,No,Food,MR Food Western Europe CMT,Western Europe,Zero,Belgium,Brussels,None,,
TBD,TBD,No,Other,MR Retail Group CMT,North America,Zero,TBD,TBD,None,,
55.75583,37.6173,No,Pets,Petcare CIS CMT,Central Europe/CIS,Zero,Russia,Moscow,None,,
TBD,TBD,No,Chocolate,Chocolate UK & Ireland CMT,Western Europe,Zero,TBD,TBD,None,,
TBD,TBD,No,Food,Food Europe CMT,Western Europe,Zero,TBD,TBD,None,,
TBD,TBD,No,Pets,Petcare META CMT,META,Zero,TBD,TBD,None,,
TBD,TBD,No,Other,Retail Global CMT,North America,Zero,TBD,TBD,None,,
TBD,TBD,No,Pets,Banfield Global CMT,North America,Zero,TBD,TBD,None,,
50.7955117,4.4062792,No,Chocolate,Chocolate Europe & Eurasia CMT,Western Europe,Zero,Belgium,Brussels,None,,
1.31207,103.83722,No,Chocolate,Chocolate META CMT,META,Zero,Singapore,Singapore,None,,
18.242,-66.1139,No,Chocolate,Chcolate LatAm CMT,Latin America,Zero,Puerto Rico,Bayamon,None,,
25.047664,55.181741,No,Other,Chocolate META CMT,META,Zero,United Arab Emirates,Dubai,None,,
40.8622999,-74.8272953,No,Chocolate,Chocolate North America CMT,North America,Zero,United States,Hackettstown,None,,
-33.283629,151.423008,No,Food,MR Food Asia Pacific CMT,Asia Pacific,Zero,Australia,Wyong,None,,
TBD,TBD,No,Food,MR Food Central Europe CMT,Western Europe,Zero,TBD,TBD,None,,
50.7955117,4.4062792,No,Food,MR Food CIS CMT,Western Europe,Zero,Belgium,Brussels,None,,
33.882815,-118.235035,No,Food,Food North America CMT,North America,Zero,United States,Rancho Dominguez,None,,
-33.9237762,18.4233455,No,Food,MR Food META CMT,META,Zero,South Africa,Cape Town,None,,
TBD,TBD,No,Pets,Nutro Global CMT,North America,Zero,TBD,TBD,None,,
1.31207,103.83722,No,Pets,Petcare Asia Pacific CMT,Asia Pacific,Zero,Singapore,Singapore,None,,
-23.55052,-46.63331,No,Pets,Petcare LatAm CMT,Latin America,Zero,Brazil,Sao Paulo,None,,
53.515744,-0.102956,No,Pets,Petcare Central Europe CMT,Western Europe,Zero,UK,Waltham,None,,
TBD,TBD,No,Pets,Petcare Europe CMT,Western Europe,Zero,TBD,TBD,None,,
36.033116,-86.782777,No,Pets,Petcare North America CMT,North America,Zero,United States,Brentwood,None,,
TBD,TBD,No,Pets,Petcare CIS CMT,Central Europe/CIS,Zero,TBD,TBD,None,,
43.685081,4.208849,No,RCC,RCC Global CMT,Western Europe,Zero,France,Aimargues,None,,
53.515744,-0.102956,No,Pets,Petcare Western Europe CMT,Western Europe,Zero,UK,Waltham,None,,
23.129163,113.264435,Yes,WRG,WRG Asia Pacific CMT,Asia Pacific,Partial: CMT 2,China,Guangzhou,None,,
TBD,TBD,No,WRG,WRG Adriatic CMT,Central Europe/CIS,Zero,TBD,TBD,None,,
TBD,TBD,Yes,WRG,Czech and Slovak CMT,Central Europe/CIS,Partial: CMT 2,TBD,TBD,None,,
48.135125,11.581981,Yes,WRG,WRG Europe CMT,Western Europe,Full,Germany,Munich,2014-Submitted,,
TBD,TBD,No,WRG,Wrigely Hong Kong/Taiwan CMT,Asia Pacific,Zero,TBD,TBD,None,,
TBD,TBD,No,WRG,WRG South Asia,Asia Pacific,Zero,TBD,TBD,None,,
TBD,TBD,No,Chocolate,Chocolate North America CMT,North America,Zero,TBD,TBD,None,,
43.25,76.95,Yes,Chocolate,Almaty,Central Europe/CIS,Full,Kazakhstan,Almaty,2014-Submitted,,
TBD,TBD,No,Pets,"Leipsic, OH",TBD,Zero,TBD,TBD,None,,
TBD,TBD,No,Pets,"Aurora, NE",TBD,Zero,TBD,TBD,None,,
TBD,TBD,No,Pets,"Fremont, NE",TBD,Zero,TBD,TBD,None,,
TBD,TBD,No,Pets,"Henderson, NC",TBD,Zero,TBD,TBD,None,,
TBD,TBD,No,Other,"Russellville, AR",TBD,Zero,TBD,TBD,None,,
